specObjID,plateid,mjd,fiberid,ra,dec,primtarget,sectarget,targettype,spectrotype,subclass,z,z_err,z_warning,v_disp,v_disp_err,sn_median,e_bv_sfd,release,reliable,EW_Ha_6562,EW_Ha_6562_Err,sfr_fib_p50,bptclass,logMass,SFR,Metallicity
1702437962618267648,1512,53742,281,42.96209,-1.180395,64,0,GALAXY,GALAXY,STARBURST,0.004919253,3.609946E-06,0,626.0852,90.72768,4.666368,0.07293595,special,1,402.4214,-9999,-2.77397,1,4.45,0,0.01
445865189670152192,396,51816,32,17.02163,-0.7954606,64,0,GALAXY,GALAXY,STARFORMING,0.01834616,9.677072E-06,0,0,49.75763,4.410508,0.0537264,dr123,1,25.13145,-9999,-2.215345,1,6.73,0,0.04
941283423186610176,836,52376,113,171.4166,4.676512,64,0,GALAXY,GALAXY,,0.004962005,1.725269E-05,0,13.25463,70.60732,6.554587,0.04923148,dr123,1,10.25326,1.336033,-3.013997,1,6.96,0,0.01
514606108308957184,457,51901,254,43.09747,-8.510422,96,0,GALAXY,GALAXY,,0.01675487,8.098941E-06,0,142.2256,3.910482,38.94791,0.05338325,dr123,1,2.76554,0.1681001,-1.493366,4,10.52,0,0.04
1025749281660758016,911,52426,198,202.8094,-2.43536,64,0,GALAXY,GALAXY,STARBURST,0.01053347,3.213056E-06,0,0,47.24309,13.74907,0.03376174,dr123,1,131.391,6.101366,-1.598841,1,7.74,0.1,0.004
1032498908229560320,917,52400,177,214.7977,-2.254348,64,0,GALAXY,GALAXY,STARBURST,0.008951691,2.265471E-06,0,118.7947,29.87915,9.945662,0.05778679,dr123,1,149.3786,-9999,-2.417571,1,4.52,0,0.01
417867229976094720,371,52078,576,328.575,0.9421312,68,0,QSO,GALAXY,STARBURST,0.009927416,5.431532E-06,0,0,45.90202,37.18964,0.06954698,dr123,1,82.34996,2.054754,-1.667894,1,8.16,0.2,0.01
429073722884777984,381,51811,385,346.6631,0.5781112,64,0,QA,GALAXY,STARFORMING,0.01636604,3.764008E-06,0,0,45.07489,9.530712,0.05110153,dr123,1,47.69421,-9999,-2.135077,1,8.02,0,0.01
299581486196090880,266,51602,335,145.3209,0.7710977,64,0,GALAXY,GALAXY,STARFORMING,0.006573134,7.593373E-06,0,46.14412,26.64263,11.0042,0.1179446,extra,1,28.10767,1.592029,-2.614727,1,7.33,0,0.01
299647182485612544,266,51630,574,146.7729,0.9644282,64,0,GALAXY,GALAXY,STARBURST,0.006186391,6.536226E-06,0,0,31.71583,5.686069,0.1568805,dr123,1,60.55587,5.211789,-2.879319,1,8.43,0,0.004
309740429048309760,275,51910,429,161.2334,0.7426178,64,0,GALAXY,GALAXY,STARBURST,0.005347809,4.414325E-06,0,0,30.83201,7.85597,0.04425422,dr123,1,651.9185,-9999,-2.179315,1,5.78,0,0.004
1119231689416009728,994,52725,317,146.5854,5.687254,64,0,GALAXY,GALAXY,STARFORMING,0.009895636,8.744059E-06,0,59.1939,22.93686,10.95824,0.03055248,dr123,1,15.75707,1.873523,-2.88678,1,8.09,0,0.01
1120274301417711616,995,52731,14,151.1986,5.368597,64,0,GALAXY,GALAXY,STARFORMING,0.01366159,8.410213E-06,0,112.1348,26.69077,8.552004,0.01698569,dr123,1,33.16596,1.852545,-1.807266,1,8.84,0.1,0.004
372821892718946304,331,52368,542,180.6921,-1.792413,64,0,GALAXY,GALAXY,STARBURST,0.01951499,7.591275E-06,0,17.99399,21.34757,17.15428,0.02341053,dr123,1,55.8289,1.944413,-0.9946725,1,9.14,0.1,0.02
380598727154362368,338,51694,162,195.2346,-2.922132,64,0,GALAXY,GALAXY,STARFORMING,0.01680616,6.286781E-06,0,0,33.18602,8.421981,0.02828813,dr123,1,26.03275,-9999,-2.407074,1,8.11,0,0.01
908693897180375040,807,52295,337,41.0885,0.677811,64,0,GALAXY,GALAXY,STARFORMING,0.009198931,1.305338E-05,0,67.7625,16.06884,11.47159,0.03267736,special,1,6.994899,-9999,-3.564078,1,6.17,0,0.04
575340943935301632,511,52636,22,170.9608,1.734297,64,0,GALAXY,GALAXY,STARFORMING,0.01996479,1.224825E-05,0,16.50312,23.4648,11.25102,0.03526298,dr123,1,17.90848,0.5408413,-1.847976,2,9.69,0.1,0.004
578851673791817728,514,51994,506,176.4423,3.029666,96,0,GALAXY,GALAXY,STARFORMING,0.0199986,1.277901E-05,0,27.26733,15.55654,18.93642,0.02886231,dr123,1,16.11832,0.4540246,-1.269781,1,9.51,0.2,0.004
785911157285218304,698,52203,120,25.22043,-0.2137563,64,0,GALAXY,GALAXY,STARBURST,0.0179311,5.63221E-06,0,40.43296,34.88787,8.938603,0.03033543,special,1,46.23952,-9999,-2.181638,1,8.01,0,0.01
796114074998958080,707,52177,374,41.08492,0.6747338,64,0,GALAXY,GALAXY,STARBURST,0.00926607,6.603789E-06,0,850,-3,4.288167,0.03255901,special,1,152.8833,-9999,-2.157683,1,7.41,0,0.004
806287031893256192,716,52203,519,329.524,-7.845214,64,0,GALAXY,GALAXY,STARFORMING,0.01756298,1.757554E-05,0,49.56578,8.793665,19.99766,0.04198921,dr123,1,7.373919,0.212008,-1.804212,1,10.02,0,0.01
1110155491075450880,986,52443,66,319.1152,-0.8264919,64,0,GALAXY,GALAXY,,0.01929151,1.00981E-05,0,97.18237,3.731165,34.2971,0.06765748,dr123,1,1.714009,0.1439174,-2.605238,4,10.58,0.9,0.04
1212727559813359616,1077,52644,485,25.70053,0.304063,64,0,GALAXY,GALAXY,STARFORMING,0.0107422,6.458102E-06,0,761.9169,172.7838,6.995817,0.03025515,special,1,33.04835,-9999,-9999,1,5.98,0,0.04
1245273383369730048,1106,52912,102,330.4586,-0.70754,66,0,GALAXY,GALAXY,STARBURST,0.01715797,4.68604E-06,0,14.62614,38.22548,17.03435,0.07072335,special,1,129.3511,4.341024,-1.314723,1,7.93,0.1,0.004
519204266087311360,461,51910,598,53.57396,-6.264998,96,0,GALAXY,GALAXY,BROADLINE,0.01752557,7.82355E-06,0,177.0386,3.365061,45.99129,0.0401336,dr123,1,0.6451557,0.1080214,-2.420317,4,10.86,0,0.02
519212512424519680,461,51910,628,54.33099,-6.353611,64,0,GALAXY,GALAXY,STARFORMING,0.0103717,1.006752E-05,0,74.18016,45.52883,4.019004,0.04751685,dr123,1,36.20105,6.256185,-2.825165,1,7.53,0,0.01
521302134239553536,463,51908,38,58.90123,-6.336692,64,0,GALAXY,GALAXY,STARBURST,0.01625724,7.84744E-06,0,0,60.69146,5.908756,0.07775898,dr123,1,33.28676,2.978882,-2.361045,1,7.66,0,0.004
532575427311462400,473,51929,90,139.9799,0.9451189,96,0,GALAXY,GALAXY,BROADLINE,0.01764133,5.295992E-06,0,165.3275,2.324341,69.49725,0.02746053,dr123,1,2.006788,0.1154595,-2.526924,4,10.56,0,0.02
532576801700997120,473,51929,95,140.1551,0.8227089,64,0,GALAXY,GALAXY,STARFORMING,0.01745528,1.13772E-05,0,26.60978,35.78156,10.54495,0.03441638,dr123,1,10.42839,0.4046806,-2.676989,1,8.32,0,0.004
537122734153426944,477,52026,249,144.1474,1.116619,64,0,GALAXY,GALAXY,STARBURST,0.01643237,7.946331E-06,0,72.66125,6.908209,31.30654,0.06895817,dr123,1,46.60328,0.9825987,-0.8139075,1,9.47,0.7,0.004
1690074778964092928,1501,53740,360,20.55158,0.94831,64,0,GALAXY,GALAXY,STARBURST,0.007592174,4.813846E-06,0,670.4112,59.60778,7.619927,0.03249127,special,1,342.0056,-9999,-1.999085,1,4.98,0,0.01
448185708507588608,398,51789,282,18.87684,-0.8609464,96,0,GALAXY,GALAXY,STARFORMING,0.005860302,1.142514E-05,0,41.44298,7.910548,25.73389,0.03981986,dr123,1,18.44092,0.5492396,-2.254329,1,8.91,0,0.01
457195658403670016,406,51900,292,35.32893,-0.7986246,64,0,GALAXY,GALAXY,STARFORMING,0.004537761,7.4163E-06,0,0,42.26656,4.858762,0.03257312,extra,1,36.60099,8.740067,-3.768628,1,7.39,0,0.004
459448556403582976,408,51821,296,39.11986,-0.9749622,64,0,GALAXY,GALAXY,STARBURST,0.00829593,5.496613E-06,0,99.9129,29.86614,9.275893,0.03094123,dr123,1,220.9491,-9999,-2.193978,1,6.9,0,0.004
459539540990781440,408,51821,627,41.08797,0.6754106,64,0,GALAXY,GALAXY,STARBURST,0.009250369,5.558915E-06,0,0,34.6356,8.135849,0.03264813,dr123,1,88.6768,6.659518,-2.475513,1,8.07,0,0.01
940194356080437248,835,52326,247,168.4608,3.728261,64,0,GALAXY,GALAXY,STARBURST,0.007582752,5.294622E-06,0,62.93208,27.79982,7.11837,0.04258613,dr123,1,40.88749,-9999,-3.056954,1,7.33,0,0.01
943551715708266496,838,52378,173,174.9102,4.465542,96,0,GALAXY,GALAXY,,0.01918278,1.700453E-05,0,70.04633,6.169518,22.2237,0.01920556,dr123,1,2.167203,0.2509812,-2.294132,3,9.58,0,0.01
948075106511382528,842,52376,245,181.0723,3.872931,96,0,GALAXY,GALAXY,STARFORMING,0.01899495,1.537931E-05,0,55.61991,9.277078,18.84027,0.02323583,dr123,1,8.969381,0.3232538,-1.692454,2,9.31,0,0.04
961544123901306880,854,52373,93,206.6234,3.878313,64,0,GALAXY,GALAXY,STARBURST,0.01782605,5.50608E-06,0,18.0392,18.61724,22.51447,0.02207169,dr123,1,106.4308,3.51228,-0.7028756,1,9.3,0.3,0.004
1030205327695439872,915,52443,25,211.9535,-2.857555,2,0,QSO,GALAXY,STARBURST,0.01381499,3.913886E-06,0,14.20035,29.99707,10.21215,0.06486063,dr123,1,131.1283,-9999,-1.839574,1,7.49,0.1,0.01
408877346536318976,363,51989,639,233.9005,0.3753149,64,0,GALAXY,GALAXY,STARBURST,0.006821776,4.444094E-06,0,850,-3,5.077537,0.07207925,dr123,1,0.7500466,0.9226975,-3.001808,1,7.2,0,0.01
299619144469342208,266,51602,472,146.0454,0.1798055,64,0,GALAXY,GALAXY,STARBURST,0.01112301,6.37461E-06,0,0,63.54412,11.64421,0.1412222,extra,1,202.9002,12.5024,-1.253648,1,8.06,0,0.01
308529042162739200,274,51913,118,160.731,-0.1402824,64,0,GALAXY,GALAXY,STARBURST,0.007884246,6.457812E-06,0,0,12.16071,27.77332,0.0491176,dr123,1,42.1022,1.258547,-2.292652,1,8.1,0,0.004
313042812054562816,278,51900,155,167.5736,-0.2640081,64,0,GALAXY,GALAXY,STARBURST,0.01287338,3.369933E-06,0,39.66711,18.03511,13.26901,0.03420887,dr123,1,66.1648,-9999,-2.106631,1,7.63,0,0.01
735353962399557632,653,52145,514,6.276389,-9.788515,64,0,GALAXY,GALAXY,STARFORMING,0.01757997,7.047817E-06,0,0,37.77537,6.254192,0.04747777,dr123,1,29.95134,1.888787,-2.42218,1,8.05,0.1,0.01
442579298801444864,393,51794,366,10.44218,1.177072,100,0,QSO,GALAXY,STARBURST,0.01795317,8.314665E-06,0,44.71345,12.38256,13.845,0.02217697,dr123,1,38.07348,2.264331,-1.104851,1,9.76,0,0.004
443667542431524864,394,51913,229,12.62074,-0.5305884,64,0,GALAXY,GALAXY,STARBURST,0.0189881,5.868656E-06,0,0,33.25404,11.04701,0.04024522,dr123,1,66.12479,-9999,-2.294478,1,7.96,0,0.01
448184059240146944,398,51789,276,18.84259,-0.1584556,64,0,GALAXY,GALAXY,BROADLINE,0.01733261,1.335549E-05,0,45.43654,5.663903,25.50912,0.02895165,dr123,1,0.3216833,0.2874518,-2.600743,2,9.11,0,0.02
449236017459783680,399,51817,7,22.4333,-1.241417,96,0,GALAXY,GALAXY,BROADLINE,0.01731313,8.791757E-06,0,175.3205,3.751316,43.92683,0.02878065,dr123,1,0.13501,0.111504,-2.570202,-1,10.8,0,0.02
449323153756284928,399,51817,324,20.55775,0.9587296,64,0,GALAXY,GALAXY,STARBURST,0.007370841,7.119095E-06,0,0,88.4802,7.769813,0.0323316,dr123,1,547.4371,47.27709,-1.326882,1,7.8,0,0.01
450415243730905088,400,51820,201,23.3969,-1.092038,64,0,GALAXY,GALAXY,STARFORMING,0.01537435,1.146975E-05,0,15.30232,29.78323,11.4782,0.03696469,dr123,1,16.46412,0.4572433,-1.345069,1,6.54,0,0.004
460555490573707264,409,51871,227,41.64541,-0.2501928,64,0,GALAXY,GALAXY,STARFORMING,0.008914742,1.387829E-05,0,48.27709,10.81723,14.20994,0.03254507,dr123,1,15.63634,0.5079741,-2.120042,1,5.64,0,0.004
950310688562112512,844,52378,186,184.4471,4.478495,96,0,GALAXY,GALAXY,STARFORMING,0.006971881,1.718632E-05,0,25.74534,13.90044,18.95605,0.01835804,dr123,1,4.19439,0.2701028,-2.83158,2,9.43,0,0.02
951421195356497920,845,52381,130,188.3732,3.793899,64,0,GALAXY,GALAXY,STARFORMING,0.003076965,1.046382E-05,0,0,38.26372,4.850397,0.02594561,dr123,1,33.28528,2.38085,-3.884425,1,7.98,0,0.004
952558915449546752,846,52407,173,189.8303,4.943909,64,0,GALAXY,GALAXY,STARFORMING,0.0065365,8.323898E-06,0,56.66069,8.995154,26.58096,0.02030404,dr123,1,28.42428,0.773336,-2.367737,1,8.29,0,0.02
1334260153410676736,1185,52642,250,125.5445,3.268042,96,0,GALAXY,GALAXY,STARBURST,0.01377204,8.237699E-06,0,107.4862,5.225773,34.88473,0.02820486,dr123,1,36.61784,0.8562509,-0.1041727,1,10.01,0.6,0.04
1024639048972527616,910,52377,255,201.6611,-3.262957,64,0,GALAXY,GALAXY,STARFORMING,0.01558591,1.19831E-05,0,51.78911,27.36642,9.273533,0.03955027,dr123,1,11.45211,0.9300554,-2.583392,1,8.83,0,0.01
417816377563310080,371,52078,391,327.2804,0.4473138,96,0,GALAXY,GALAXY,STARFORMING,0.01583403,1.08191E-05,0,49.7837,6.397007,25.62967,0.1377475,dr123,1,19.88185,0.3613669,-1.377146,1,9.97,0.4,0.01
418933757848872960,372,52173,360,328.6989,0.2293515,64,0,QA,GALAXY,STARFORMING,0.009952597,5.869397E-06,0,51.43517,39.38331,9.794205,0.07405873,dr123,1,42.75476,2.492645,-2.389234,1,7.57,0,0.01
431299409414744064,383,51818,290,350.1467,-0.8808969,64,0,GALAXY,GALAXY,STARBURST,0.01459153,5.544677E-06,0,23.0444,32.90065,14.48298,0.03507789,dr123,1,328.4465,13.88484,-1.09842,1,8.01,0,0.01
432404693528897536,384,51821,215,353.1053,-0.8470336,64,0,GALAXY,GALAXY,STARFORMING,0.01756229,5.278224E-06,0,57.75606,17.52747,17.37781,0.0336983,dr123,1,20.5048,-9999,-1.774935,1,8.7,0,0.01
299619694694918144,266,51630,474,146.0454,0.1798055,64,0,GALAXY,GALAXY,STARBURST,0.01112419,6.736615E-06,0,0,57.4737,13.41098,0.1412222,dr123,1,232.2025,7.734664,-1.240269,1,8.06,0,0.01
307533984877799424,273,51957,594,158.9319,0.008562226,64,0,GALAXY,GALAXY,STARFORMING,0.01676873,7.213863E-06,0,0,29.98653,11.62529,0.07659592,dr123,1,20.02611,1.239548,-2.168888,1,7.81,0,0.01
309694524437850112,275,51910,262,160.6781,-0.3481753,64,0,GALAXY,GALAXY,STARBURST,0.01873406,4.484437E-06,0,38.70523,10.3437,23.25237,0.04516926,dr123,1,82.98614,1.178108,-1.026007,1,9.19,0.8,0.01
311949897630771200,277,51908,275,164.8828,-0.04166568,64,0,GALAXY,GALAXY,STARBURST,0.01899364,5.399558E-06,0,112.4746,45.62591,6.755766,0.03662945,dr123,1,45.33819,3.731635,-2.262391,1,7.52,0.1,0.04
317596160523003904,282,51658,336,173.091,0.804746,64,0,GALAXY,GALAXY,STARFORMING,0.0199593,1.253441E-05,0,63.59256,6.213838,29.22918,0.02932363,dr123,1,31.3952,1.006561,-0.3299243,1,10.47,0.1,0.004
317665979511367680,282,51658,590,174.5724,0.6133979,64,0,GALAXY,GALAXY,STARBURST,0.003148311,7.41227E-06,0,0,220.821,6.74904,0.02045744,dr123,1,36.1956,3.269488,-3.893578,1,6.84,0,0.004
318670113555376128,283,51959,147,176.5322,-0.4580268,64,0,GALAXY,GALAXY,STARBURST,0.01305978,4.478718E-06,0,0,114.2857,11.61763,0.02521044,dr123,1,93.56422,4.480843,-1.778984,1,7.94,0,0.01
738645900263450624,656,52148,202,11.39449,-10.98716,64,0,GALAXY,GALAXY,STARFORMING,0.01368655,5.834345E-06,0,13.58696,39.87558,6.372005,0.02500185,dr123,1,45.18772,4.56482,-2.609241,1,7.97,0,0.01
746526374927296512,663,52145,199,24.7346,-9.53305,192,0,GALAXY,GALAXY,STARFORMING,0.01897232,1.448652E-05,0,0,70.0301,4.750056,0.03025251,dr123,1,15.25394,2.287747,-2.287845,1,8.48,0,0.01
748832875830339584,665,52168,398,27.61513,-8.52293,96,0,GALAXY,GALAXY,AGN BROADLINE,0.01777761,7.827719E-06,0,209.5328,3.577635,47.30023,0.02407514,dr123,1,4.796518,0.2467812,-2.695033,4,10.87,0,0.02
749905998860281856,666,52149,206,30.18805,-10.2476,64,0,GALAXY,GALAXY,STARFORMING,0.01829565,1.301927E-05,0,20.27716,25.08589,9.844302,0.02251819,dr123,1,8.830214,0.5158756,-2.668555,1,8.55,0,0.01
751001937310148608,667,52163,97,32.86365,-9.841607,64,0,GALAXY,GALAXY,STARFORMING,0.01908168,1.43127E-05,0,0,43.80685,4.999302,0.02739264,dr123,1,14.79814,1.014274,-2.06391,1,8.62,0.1,0.004
751075054833395712,667,52163,363,32.00136,-7.865288,64,0,GALAXY,GALAXY,STARBURST,0.01304007,5.504633E-06,0,54.2192,19.66041,12.4613,0.02216779,dr123,1,44.20863,2.713017,-1.932344,1,8.53,0.1,0.004
751109139693856768,667,52163,487,32.49889,-8.836433,64,0,GALAXY,GALAXY,STARBURST,0.005223464,5.243679E-06,0,13.21788,11.16216,34.22607,0.01897676,dr123,1,47.65435,1.309363,-2.368752,1,8,0.1,0.004
766765086365739008,681,52199,99,352.9989,-0.8052553,64,0,GALAXY,GALAXY,STARBURST,0.01770936,6.025336E-06,0,48.58973,15.67159,18.69764,0.03344903,special,1,83.276,2.681971E+16,-1.236335,1,8.3,0,0.004
771351699188115456,685,52203,401,359.7748,0.5501329,64,0,GALAXY,GALAXY,STARFORMING,0.01529377,7.80903E-06,0,0,43.33037,10.25298,0.02780126,special,1,18.27632,2.259243,-2.550456,1,7.8,0,0.01
775812968607672320,689,52262,247,7.320042,-1.005902,64,0,GALAXY,GALAXY,STARBURST,0.01334425,3.37682E-06,0,21.0688,31.47862,8.01816,0.0194097,special,1,141.741,17.37277,-1.943774,1,6.12,0,0.02
779240695083853824,692,52201,429,12.95589,0.5647847,68,0,QA,GALAXY,STARBURST,0.01542728,3.724035E-06,0,0,24.49394,19.02535,0.02367405,special,1,250.3329,-9999,-1.1004,1,8.3,0.1,0.01
374993427261057024,333,52313,250,184.0355,-3.570129,96,0,GALAXY,GALAXY,STARFORMING,0.01716441,1.36729E-05,0,58.69322,6.734022,24.44092,0.03826679,dr123,1,6.8105,0.2153157,-1.849869,1,9.73,0,0.004
376173197868951552,334,51993,446,187.3085,-1.356016,68,0,QSO,GALAXY,STARFORMING,0.007092588,1.46707E-05,0,0,21.12407,9.696682,0.02198014,dr123,1,6.994325,0.649163,-2.517815,1,7.5,0,0.004
659927187809396736,586,52023,545,219.7877,4.551771,64,0,GALAXY,GALAXY,STARBURST,0.01536639,5.358543E-06,0,35.38823,40.55184,13.25702,0.0421488,dr123,1,45.2426,-9999,-2.005584,1,8.37,0.1,0.004
569777404797544448,506,52022,262,159.8549,1.718562,64,0,GALAXY,GALAXY,STARFORMING,0.002354831,1.031191E-05,0,58.84081,37.08167,8.462444,0.03175296,dr123,1,13.82957,-9999,-3.359615,1,3.59,0,0.02
582176047701714944,517,52024,312,180.9349,1.835991,96,0,GALAXY,GALAXY,BROADLINE,0.01933068,9.187915E-06,0,112.7907,3.708202,37.06094,0.02352847,dr123,1,0.3399735,0.1863994,-2.706986,2,10.55,0,0.02
582231847916824576,517,52024,515,182.1007,3.013268,64,0,GALAXY,GALAXY,STARFORMING,0.002938482,7.084679E-06,0,163.1692,74.03917,8.965413,0.02007499,dr123,1,35.7338,-9999,-3.747667,1,6.15,0,0.004
2032261491490580480,1805,53875,44,208.6625,5.767911,66,0,QSO,GALAXY,STARBURST,0.01821402,5.055863E-06,0,18.51153,21.14342,24.80454,0.02713524,dr6,1,81.99594,2.619605,-0.7904775,1,8.94,0.2,0.004
1224017075127740416,1087,52930,596,7.72012,0.541882,64,0,GALAXY,GALAXY,STARFORMING,0.01895544,6.59478E-06,0,109.2712,37.73071,5.241871,0.02853001,special,1,35.23221,-9999,-9999,1,7.45,0,0.01
529309877776967680,470,51929,498,136.211,0.7433817,64,0,GALAXY,GALAXY,STARFORMING,0.01268879,6.225059E-06,0,39.75771,14.54035,15.53865,0.03851038,dr123,1,25.61094,-9999,-2.430485,1,7.81,0,0.01
532713690898655232,473,51929,593,140.9021,2.136491,96,0,GALAXY,GALAXY,BROADLINE,0.01691265,5.084107E-06,0,99.24449,2.169095,67.12916,0.04462303,dr123,1,1.986166,0.08716572,-2.104804,4,10.84,0,0.01
540500708131104768,480,51989,250,146.0454,0.1798054,64,0,QA,GALAXY,STARBURST,0.01111747,5.567298E-06,0,0,34.84855,14.95061,0.1412222,dr123,1,234.3256,9.461203,-1.357179,1,8.06,0,0.01
443705473888184320,394,51812,367,12.39889,1.115243,64,0,GALAXY,GALAXY,STARFORMING,0.01756198,1.957312E-05,0,56.12167,7.57204,23.3835,0.02353157,extra,1,7.606087,0.2803906,-1.451177,1,10.46,0,0.04
447027098213705728,397,51794,163,17.65938,-0.2780454,96,0,GALAXY,GALAXY,STARFORMING,0.01802551,8.922648E-06,0,75.43715,6.565778,25.96625,0.03143513,dr123,1,19.3312,0.4311517,-0.3584815,1,10.46,0,0.01
448250029937813504,398,51789,516,19.22327,0.1531272,64,0,GALAXY,GALAXY,STARFORMING,0.01895591,7.752069E-06,0,15.63785,17.79014,15.985,0.03237821,dr123,1,22.3247,0.9023675,-1.86378,1,8.96,0.2,0.01
448264598466881536,398,51789,569,20.26234,0.8514579,64,0,GALAXY,GALAXY,STARFORMING,0.008134025,5.950108E-06,0,0,40.98524,13.95923,0.03302521,dr123,1,27.49764,1.640386,-2.783041,1,7.45,0,0.01
449375380558604288,399,51817,514,21.52051,0.3157244,64,0,GALAXY,GALAXY,STARBURST,0.006399238,6.430129E-06,0,40.82629,51.99302,5.954112,0.03584043,dr123,1,55.9843,-9999,-3.176327,1,4.76,0,0.004
450441906887878656,400,51820,298,23.02235,-0.7260863,64,0,GALAXY,GALAXY,STARFORMING,0.01563675,1.210851E-05,0,43.05886,29.51346,5.148001,0.03669174,dr123,1,18.26492,2.728753,-2.491453,1,7.71,0,0.01
457184936772790272,406,51817,253,35.62539,-0.6173902,64,0,GALAXY,GALAXY,STARFORMING,0.00514606,1.641952E-05,0,47.02665,31.87751,6.914545,0.0358699,extra,1,8.427014,0.592452,-3.428627,2,8.64,0,0.004
458415015456696320,407,51820,632,39.00403,0.4202101,64,0,GALAXY,GALAXY,STARFORMING,0.00872279,2.145436E-05,0,26.1676,16.8622,14.68698,0.02601629,dr123,1,4.11553,0.2163344,-3.083107,1,9.08,0,0.004
461647855476566016,410,51877,105,44.29896,-0.2230459,96,0,GALAXY,GALAXY,STARFORMING,0.01575569,2.843718E-05,0,57.69305,17.81327,9.462839,0.06855258,extra,1,3.097952,0.2962231,-2.298458,2,8.96,0,0.01
949282370312235008,843,52378,541,183.8264,5.760949,64,0,GALAXY,GALAXY,STARBURST,0.006725679,5.658919E-06,0,14.16491,12.59335,36.36791,0.02037844,dr123,1,222.418,-9999,-1.181554,1,7.86,0.2,0.004
516824648281778176,459,51924,133,48.34278,-8.231251,64,0,GALAXY,GALAXY,STARFORMING,0.01626878,9.276402E-06,0,44.72316,21.56656,12.4682,0.06079965,dr123,1,9.638686,0.5246621,-1.822796,1,6.55,0,0.004
516860932165494784,459,51924,265,47.41282,-7.846169,96,0,GALAXY,GALAXY,STARFORMING,0.01248388,1.506448E-05,0,56.64321,7.414423,25.54876,0.08723203,dr123,1,8.793744,0.2425099,-2.141439,1,9.63,0,0.004
1682260261475477504,1494,52937,603,9.824327,0.912763,96,0,GALAXY,GALAXY,BROADLINE,0.01414404,6.613285E-06,0,171.2697,2.892852,49.94075,0.01986489,special,1,0.06556851,0.1522788,-9999,-1,10.42,0,0.04
300714258151270400,267,51608,360,146.7233,0.5073386,64,0,GALAXY,GALAXY,STARBURST,0.005939425,5.970558E-06,0,102.3256,26.67222,9.518424,0.182507,dr123,1,135.0945,7.52895,-2.003447,1,8.62,0.1,0.004
316438648918665216,281,51614,221,171.4671,-0.6615914,68,0,QSO,GALAXY,STARBURST,0.01871294,3.312305E-06,0,43.81217,16.82068,19.22406,0.02902035,dr123,1,150.8013,6.492515,-1.050876,1,8.04,0.1,0.01
316500771325634560,281,51614,447,172.1287,0.7825138,64,0,GALAXY,GALAXY,STARFORMING,0.01992587,1.130556E-05,0,67.63451,21.79343,9.0598,0.03213182,dr123,1,14.41581,0.6884109,-2.142957,1,8.43,0.1,0.004
318796832270477312,283,51959,608,177.0224,0.9913625,64,0,GALAXY,GALAXY,STARBURST,0.01032394,5.633256E-06,0,462.7329,126.0977,3.380768,0.02670125,dr123,1,83.15147,12.64348,-2.882479,1,7.4,0,0.004
736404545776674816,654,52146,240,7.805397,-10.48353,64,0,GALAXY,GALAXY,STARBURST,0.01167498,5.839863E-06,0,44.83387,16.10686,20.27,0.03281798,dr123,1,74.49848,1.60631,-0.8912249,1,6.37,0.9,0.01
740888903950559232,658,52146,170,14.97882,-10.36441,64,0,GALAXY,GALAXY,STARFORMING,0.01800164,6.189754E-06,0,27.69167,69.61459,7.458566,0.03532913,dr123,1,30.56108,3.102004,-2.392429,1,7.97,0,0.004
747612692902078464,664,52174,55,27.15167,-10.32625,96,0,GALAXY,GALAXY,STARFORMING,0.005298049,2.005937E-05,0,20.7186,27.98632,14.26348,0.03521632,dr123,1,5.80652,0.2931955,-3.220541,1,8.66,0,0.004
747700104076486656,664,52174,373,26.1424,-8.30392,64,0,GALAXY,GALAXY,STARFORMING,0.01860119,1.436541E-05,0,65.22662,30.25607,5.118046,0.0280261,dr123,1,12.27368,1.667538,-2.084716,1,6.83,0,0.01
751034647781074944,667,52163,216,32.41051,-10.14627,6208,0,GALAXY,GALAXY,STARBURST,0.01283949,5.826289E-06,0,97.34218,6.251598,53.20147,0.02547931,dr123,1,100.6973,2.533752,0.3384717,1,10.06,3,0.04
767875873457072128,682,52525,44,355.1601,-0.8919016,2,0,QSO,GALAXY,STARBURST,0.01882694,6.27894E-06,0,0,32.17421,7.082665,0.03506123,special,1,139.8458,-9999,-1.731241,1,7.41,0,0.004
513503573175199744,456,51910,339,40.69534,-7.542083,64,0,GALAXY,GALAXY,STARBURST,0.004460077,4.843282E-06,0,83.83334,40.80491,13.26746,0.02269442,dr123,1,68.33928,-9999,-2.733148,1,6.94,0,0.01
513581913378678784,456,51910,624,42.28988,-7.837542,64,0,GALAXY,GALAXY,STARBURST,0.004411811,4.645796E-06,0,81.71611,52.7935,9.828127,0.04163364,dr123,1,141.5639,7.176181,-2.480221,1,5.54,0,0.01
514687747047319552,457,51901,551,44.26821,-7.685653,64,0,GALAXY,GALAXY,STARFORMING,0.01730411,1.58821E-05,0,66.48216,7.29522,21.06745,0.05104122,dr123,1,13.73566,0.3299997,-1.405641,1,10.12,0.7,0.02
1335478137483454464,1186,52646,585,129.1279,5.165971,64,0,GALAXY,GALAXY,STARFORMING,0.01355579,9.246907E-06,0,61.46481,21.17117,15.10872,0.03459511,dr123,1,14.97707,-9999,-2.67274,1,7.53,0,0.004
